frame,centroidX,centroidY
241,2491.126436781609,1830.83908045977
242,2452.92486924323,1813.9877991205738
243,2414.723301704852,1797.1365177813777
244,2376.5217341664734,1780.2852364421815
245,2338.320166628095,1763.4339551029852
246,2300.1185990897166,1746.5826737637892
247,2261.9170315513384,1729.731392424593
248,2223.7154640129597,1712.8801110853967
249,2185.513896474581,1696.0288297462007
250,2147.312328936203,1679.1775484070045
251,2109.1107613978243,1662.3262670678082
252,2070.909193859446,1645.474985728612
253,2032.7076263210674,1628.623704389416
254,1994.506058782689,1611.7724230502197
255,1956.3044912443106,1594.9211417110237
256,1918.102923705932,1578.0698603718274
257,1879.9013561675538,1561.2185790326312
258,1841.6997886291751,1544.367297693435
259,1803.4982210907967,1527.516016354239
260,1765.2966535524183,1510.6647350150427
261,1727.09508601404,1493.8134536758466
262,1688.8935184756615,1476.9621723366504
263,1650.6919509372829,1460.1108909974541
264,1612.4903833989047,1443.259609658258
265,1574.288815860526,1426.4083283190619
266,1536.0872483221474,1409.5570469798656
267,1536.0872483221476,1409.5570469798656
329,2136.6079545454545,1188.2443181818182
330,2060.0709264252696,1209.7831760400618
331,1983.533898305085,1231.322033898305
332,1983.533898305085,1231.322033898305
333,1998.5834114677245,1250.8840165083946
334,2013.6329246303644,1270.4459991184838
335,2028.682437793004,1290.0079817285732
336,2043.731950955644,1309.5699643386624
337,2058.7814641182836,1329.1319469487519
338,2073.8309772809234,1348.6939295588413
339,2088.880490443563,1368.2559121689305
340,2103.9300036062027,1387.81789477902
341,2118.9795167688426,1407.3798773891092
342,2134.029029931482,1426.9418599991986
343,2149.078543094122,1446.503842609288
344,2164.1280562567617,1466.0658252193773
345,2179.1775694194016,1485.6278078294667
346,2194.227082582041,1505.189790439556
347,2209.276595744681,1524.7517730496454
348,2209.276595744681,1524.7517730496454
349,2205.1769732326698,1439.5570311904216
350,2201.077350720659,1354.362289331198
351,2196.977728208648,1269.1675474719743
352,2192.878105696637,1183.9728056127508
353,2188.778483184626,1098.778063753527
354,2184.678860672615,1013.5833218943035
355,2180.579238160604,928.3885800350798
356,2176.479615648593,843.1938381758561
357,2172.379993136582,757.9990963166324
358,2168.280370624571,672.8043544574087
359,2164.18074811256,587.6096125981852
360,2160.081125600549,502.41487073896144
361,2155.981503088538,417.2201288797378
362,2151.8818805765272,332.02538702051424
363,2147.782258064516,246.83064516129048
364,2147.782258064516,246.83064516129036
438,2719.085510688836,1405.5534441805225
439,2699.547901821061,1411.8566230353263
440,2680.010292953286,1418.15980189013
441,2660.4726840855105,1424.4629807449335
442,2640.9350752177356,1430.7661595997372
443,2621.3974663499603,1437.069338454541
444,2601.8598574821854,1443.3725173093444
445,2582.32224861441,1449.6756961641481
446,2562.784639746635,1455.9788750189518
447,2543.2470308788597,1462.2820538737556
448,2523.709422011085,1468.5852327285593
449,2504.1718131433095,1474.8884115833628
450,2484.634204275534,1481.1915904381665
451,2465.096595407759,1487.4947692929702
452,2445.558986539984,1493.7979481477737
453,2426.021377672209,1500.1011270025774
454,2406.4837688044336,1506.4043058573811
455,2386.9461599366587,1512.7074847121849
456,2367.4085510688833,1519.0106635669886
457,2347.8709422011084,1525.313842421792
458,2328.333333333333,1531.6170212765958
459,2328.333333333333,1531.6170212765958
460,2352.802461580307,1507.9917098535552
461,2377.2715898272813,1484.3663984305147
462,2401.7407180742553,1460.741087007474
463,2426.209846321229,1437.1157755844338
464,2450.678974568203,1413.4904641613932
465,2475.1481028151775,1389.8651527383527
466,2499.6172310621514,1366.239841315312
467,2524.0863593091253,1342.6145298922715
468,2548.5554875560997,1318.989218469231
469,2573.0246158030736,1295.3639070461904
470,2597.4937440500476,1271.7385956231499
471,2621.962872297022,1248.1132842001093
472,2646.432000543996,1224.487972777069
473,2670.90112879097,1200.8626613540284
474,2695.3702570379437,1177.2373499309879
475,2719.839385284918,1153.6120385079473
476,2744.308513531892,1129.9867270849068
477,2768.777641778866,1106.3614156618662
478,2793.2467700258403,1082.7361042388256
479,2817.7158982728142,1059.1107928157853
480,2842.185026519788,1035.4854813927448
481,2866.654154766762,1011.8601699697041
482,2891.1232830137365,988.2348585466636
483,2915.5924112607104,964.6095471236231
484,2915.5924112607104,964.6095471236231
699,1953.9285714285716,1154.5793650793648
700,1870.9745737801295,1229.9573780129333
701,1788.0205761316872,1305.3353909465018
702,1705.0665784832452,1380.7134038800702
703,1622.112580834803,1456.0914168136387
704,1539.1585831863608,1531.4694297472074
705,1456.2045855379188,1606.8474426807759
706,1373.2505878894767,1682.2254556143444
707,1290.2965902410347,1757.6034685479128
708,1207.3425925925924,1832.9814814814813
709,1207.3425925925924,1832.9814814814813
